method,noise_std,generalization_bin,epsilon,gender_mask_probability,hybrid_dp_budget_fraction,swap_fraction,perturbation_strength,optimizer,config_label,k_anonymity,average_equivalence_class_size,reidentification_risk,attribute_disclosure_risk,membership_inference_risk,information_leakage,privacy_score,privacy_loss,baseline_accuracy,masked_accuracy,baseline_roc_auc,masked_roc_auc,accuracy_drop,roc_auc_drop,information_loss,correlation_preservation,covariance_preservation,statistical_similarity,generalization_quality,utility_score,utility_loss,objective_score,mean_ks_statistic,mean_kl_divergence,mean_wasserstein_distance,mean_variance_preservation,overfitting_rate,underfitting_rate,memorization_risk_rate
noise,3.0,10,1.0,0.15,0.7,0.0,0.0,grid_random_genetic,noise|noise=3.0|bin=10|eps=1.0|gender_p=0.15|dp_fraction=0.7|swap=0.0|perturb=0.0,1.0,1.0201999591920017,0.9802,0.8978247964305153,0.9513686787506803,0.9348936380367834,0.06721383450344122,0.9327861654965588,0.6840000000000002,0.6525000000000001,0.7194207761958028,0.6851451627009884,0.031500000000000083,0.03427561349481445,0.06479070133855677,0.7933133582519176,0.6772182572260352,0.9073854468609021,0.5103750000000001,0.8393087174084066,0.16069128259159338,-0.08094266664792527,0.10111999999999999,0.14694114876188563,0.1349556896903096,0.7464570781050462,0.5,0.0,0.5
differential_privacy,0.0,10,1.0,0.0,0.7,0.0,0.0,grid_random_genetic,differential_privacy|noise=0.0|bin=10|eps=1.0|gender_p=0.0|dp_fraction=0.7|swap=0.0|perturb=0.0,1.0,1.7730496453900708,0.564,0.651202015901286,0.59452070556545,0.6119611087457073,0.24190992846607157,0.7580900715339285,0.6840000000000002,0.6455,0.7194207761958028,0.6582577253623889,0.0385000000000002,0.06116305083341389,0.1633492440370177,0.12255968187544286,0.0,0.8353648189462757,0.7038750000000001,0.6327613045450158,0.3672386954549842,-0.09182559267325463,0.12552000000000002,0.2891094971254765,3.5945482367259123,0.7773698427233917,0.5,0.0,0.5
feature_perturbation,0.0,10,1.0,0.0,0.7,0.0,0.2,grid_random_genetic,feature_perturbation|noise=0.0|bin=10|eps=1.0|gender_p=0.0|dp_fraction=0.7|swap=0.0|perturb=0.2,1.0,1.036699149906697,0.9646,0.8835137482303611,0.9362198118806264,0.9200025615266987,0.0748461467356946,0.9251538532643054,0.6840000000000002,0.654,0.7194207761958028,0.693086876665792,0.030000000000000138,0.02633389953001075,0.08303234441361458,0.6458551461427862,0.6773932706375216,0.9022479770495228,0.5145,0.8137211396681614,0.1862788603318386,-0.09707083820742972,0.05488,0.04953799060489656,0.13114643457018438,0.786763462271056,0.5,0.0,0.5
hybrid,1.5,10,2.0,0.075,0.7,0.1,0.1,grid_random_genetic,hybrid|noise=1.5|bin=10|eps=2.0|gender_p=0.075|dp_fraction=0.7|swap=0.1|perturb=0.1,1.0,1.5202189115232594,0.6578,0.6599618190990036,0.6585566366846514,0.6589890005044521,0.21275912835166771,0.7872408716483323,0.6840000000000002,0.637,0.7194207761958028,0.6528489359645369,0.04700000000000015,0.06657184023126594,0.16831431783787362,0.2556344067570916,0.0,0.8079231331373917,0.65025,0.6427532849514389,0.3572467150485611,-0.11313726530988084,0.13356,0.2602293865589996,3.119988444196729,0.6562588066792997,0.5,0.0,0.5
hybrid,1.5,20,2.0,0.075,0.7,0.1,0.1,grid_random_genetic,hybrid|noise=1.5|bin=20|eps=2.0|gender_p=0.075|dp_fraction=0.7|swap=0.1|perturb=0.1,1.0,1.4806040864672787,0.6754,0.666160280054331,0.6721660980190158,0.6703181540298822,0.20629306757910626,0.7937069324208937,0.6840000000000002,0.6405000000000001,0.7194207761958028,0.6457358025032338,0.043500000000000094,0.07368497369256899,0.16598989497962588,0.28411342746728807,0.0,0.8079310982639752,0.6532500000000001,0.6480930684355097,0.35190693156449027,-0.1149128640324862,0.13472,0.2609770888639102,3.0842143480895,0.6552601538991765,0.5,0.0,0.5
feature_perturbation,6.320520669645729,25,1.1278479983335117,0.5899182080519605,0.5872522802021062,0.18467231536603337,0.33999801234437194,optuna,feature_perturbation|noise=6.320520669645729|bin=25|eps=1.1278479983335117|gender_p=0.5899182080519605|dp_fraction=0.5872522802021062|swap=0.18467231536603337|perturb=0.33999801234437194,1.0,1.0462439840970914,0.9558,0.8153992259738329,0.9066597290908415,0.8785795742856082,0.0931131318338606,0.9068868681661394,0.6840000000000002,0.6535,0.7194207761958028,0.6844995603920105,0.030500000000000194,0.03492121580379226,0.13005029025981263,0.5782294684626347,0.5393563680334623,0.8684623539823658,0.47850000000000015,0.7719921354706419,0.22800786452935806,-0.11723307789552043,0.08436000000000002,0.08452695970974876,0.20127508942622968,0.7709265107531567,0.5,0.0,0.5
hybrid,3.0,15,2.0,0.15,0.7,0.1,0.1,grid_random_genetic,hybrid|noise=3.0|bin=15|eps=2.0|gender_p=0.15|dp_fraction=0.7|swap=0.1|perturb=0.1,1.0,1.4792899408284024,0.676,0.6587942575304124,0.6699779901356444,0.6665368416417269,0.20783465465080633,0.7921653453491937,0.6840000000000002,0.652,0.7194207761958028,0.6640060026054253,0.03200000000000014,0.0554147735903775,0.16865215342609532,0.1876561222018711,0.0,0.8037145707530131,0.64275,0.6369277340423907,0.36307226595760933,-0.12383773067334017,0.13743999999999998,0.26092307761007266,3.1354052748898615,0.659066000885306,0.5,0.0,0.5
hybrid,1.6447406203021766,15,1.6956599160451549,0.08125,0.8,0.052946954080078955,0.11241871239866867,grid_random_genetic,hybrid|noise=1.6447406203021766|bin=15|eps=1.6956599160451549|gender_p=0.08125|dp_fraction=0.8|swap=0.052946954080078955|perturb=0.11241871239866867,1.0,1.5015015015015014,0.666,0.6607229971981113,0.664153049019339,0.6630976484589612,0.2102389151634511,0.7897610848365488,0.6840000000000002,0.636,0.7194207761958028,0.6350989002895429,0.048000000000000154,0.08432187590625995,0.17027887605070824,0.2175240576439701,0.0,0.8026607949948019,0.646125,0.630526945012146,0.369473054987854,-0.12734998146608104,0.13744,0.25739765944199766,3.059892804844003,0.6432977653049391,0.5,0.0,0.5
hybrid,6.0,10,2.0,0.3,0.7,0.1,0.1,grid_random_genetic,hybrid|noise=6.0|bin=10|eps=2.0|gender_p=0.3|dp_fraction=0.7|swap=0.1|perturb=0.1,1.0,1.5446400988569664,0.6474,0.6286507587687821,0.6408377655690738,0.6370879173228301,0.22301631937711391,0.776983680622886,0.6840000000000002,0.6345000000000001,0.7194207761958028,0.6338479738905077,0.0495000000000001,0.08557280230529507,0.18228096546170675,0.09660994617743657,0.0,0.7988940941311998,0.65025,0.6072007302441663,0.3927992697558337,-0.13591309297640758,0.14184000000000002,0.2756233203953428,3.2314390884568738,0.6551231745145024,0.5,0.0,0.5
hybrid,6.0,20,2.0,0.3,0.7,0.1,0.1,grid_random_genetic,hybrid|noise=6.0|bin=20|eps=2.0|gender_p=0.3|dp_fraction=0.7|swap=0.1|perturb=0.1,1.0,1.466275659824047,0.682,0.6284587226903099,0.6632605529416085,0.6525522974796705,0.21317855225309532,0.7868214477469047,0.6840000000000002,0.625,0.7194207761958028,0.6306982171709499,0.05900000000000016,0.08872255902485293,0.18300297899113377,0.12202743984397979,0.0,0.796159194362554,0.645,0.606675593600966,0.393324406399034,-0.14678819142007152,0.145,0.2714429896869713,3.152175789796506,0.6503054559562742,0.5,0.0,0.5
noise,8.0,10,1.0,0.4,0.7,0.0,0.0,grid_random_genetic,noise|noise=8.0|bin=10|eps=1.0|gender_p=0.4|dp_fraction=0.7|swap=0.0|perturb=0.0,1.0,1.0438413361169103,0.958,0.7410709257567708,0.8820748240148698,0.838689009166224,0.10978674045048606,0.8902132595495139,0.6840000000000002,0.6485000000000001,0.7194207761958028,0.6706265909896474,0.03550000000000009,0.048794185206155416,0.16799840284121098,0.4378685383267028,0.41787187229535294,0.8354453305125282,0.4920000000000001,0.7219290550946511,0.2780709449053489,-0.14695203176029187,0.15236,0.19702395354252375,0.4060591124570282,0.7085012325537968,0.5,0.0,0.5
differential_privacy,0.0,10,3.0,0.0,0.7,0.0,0.0,grid_random_genetic,differential_privacy|noise=0.0|bin=10|eps=3.0|gender_p=0.0|dp_fraction=0.7|swap=0.0|perturb=0.0,1.0,1.188212927756654,0.8416,0.8360857117360275,0.8396699991076098,0.8385671414548153,0.1199877754434268,0.8800122245565732,0.6840000000000002,0.635,0.7194207761958028,0.6434618093436261,0.049000000000000155,0.07595896685217673,0.06709285809898971,0.5516870580945665,0.0,0.8867562212381346,0.5396250000000001,0.6991780783186075,0.30082192168139255,-0.15768961289610073,0.10295999999999998,0.16796349646241535,1.8147555142102418,0.7525125824831589,0.5,0.0,0.5
noise,6.0,15,1.5,0.3,0.8,0.05,0.0,grid_random_genetic,noise|noise=6.0|bin=15|eps=1.5|gender_p=0.3|dp_fraction=0.8|swap=0.05|perturb=0.0,1.0,1.0351966873706004,0.9659999999999999,0.7989503435539579,0.9075326202438851,0.8741226889546768,0.09412061862266963,0.9058793813773304,0.6840000000000002,0.649,0.7194207761958028,0.6802001482238456,0.03500000000000014,0.039220627971957245,0.13089362116726577,0.5214271605849978,0.24597237291109075,0.8579096126853918,0.500625,0.7246078940281891,0.27539210597181085,-0.1609482874964448,0.13004000000000002,0.17790016657276103,0.280076593871809,0.7185707265080666,0.5,0.0,0.5
noise,6.0,25,5.0,0.3,0.8,0.2,0.05,grid_random_genetic,noise|noise=6.0|bin=25|eps=5.0|gender_p=0.3|dp_fraction=0.8|swap=0.2|perturb=0.05,1.0,1.0375596596804317,0.9638,0.7998592647805,0.906420742673175,0.873632595629275,0.09451669821597722,0.9054833017840228,0.6840000000000002,0.6465000000000001,0.7194207761958028,0.670529923264239,0.03750000000000009,0.04889085293156381,0.1306277757073125,0.5068569870098729,0.18030252469636643,0.8581402864861483,0.5193750000000001,0.7130977794224697,0.28690222057753034,-0.17140748182791024,0.13204000000000002,0.17679792702888547,0.30259006219154444,0.7194657717501403,0.5,0.0,0.5
